signal,mean_vout_Y,variance_vout_Y,slope_vout
49,0.7204628413239869,0.05884901240292996,-697936914.8138828
59,0.18047935298791984,0.24404434252939908,-183989784.700838
36,0.5791214675706858,0.17991751149198604,-487963804.3091964
29,0.2646777786917356,0.01547204413163177,-622423036.298785
19,1.5016240832462868,0.0488998967125069,-995344807.9774512
22,2.293626133359421,0.025837227294972908,-412195455.73377997
10,0.6493099961324195,0.0028775493514716,-197736866.19435784
18,2.0251141349920734,0.0137942438350895,-996520968.669483
38,2.7728187195535625,0.0806626538269933,-2043743172.569136
59,3.993659119297799,0.03541303354620058,-702953009.3092471
27,2.179831137888342,0.0030373948737612,-332350416.1340448
45,3.135459821334217,0.0437549176303928,663861408.6802952
47,3.358593500419813,0.0082599467743776,-331792040.7149113
26,2.028372079533731,0.061409184236837,664532810.1500652
9,0.8576105050659799,0.0026383236824357,-330864904.29834825
28,1.969435448838396,0.0019275680084363,-187846216.58728772
64,4.837582801735316,0.0030939332846361,-336070810.7245676
56,4.2348758676598,0.0869339025534088,-994911136.6886106
48,3.2730283424685944,6.152231753381173e-11,-977.6870846379156
8,0.714927577267658,0.0619801920664741,660665938.8208998
34,2.615576811498634,0.1383828434589721,2657429643.9582205
42,2.8280051645835784,0.0127490707026054,332272977.3879657
17,2.145870211747656,0.0342103765621704,1078796428.4325538
43,2.94097613638356,1.4905865119382644e-10,-13207.270531805554
58,3.9359005849755504,6.40145164753394e-11,-3977.431201392179
29,1.944049811865381,5.760481794380014e-12,-5796.627819807884
55,4.787667434181412,0.008563933472186,-1008734299.6571974
46,3.558469772337773,0.0024237061244699,-331270666.38845056
65,4.625160897017449,0.0019692591121722,-189262583.4745089
16,1.2422641259777938,0.1059964719871582,1325617542.0618052
33,2.276328951561815,2.7156140712666298e-11,-96.3525208744029
20,1.280193670692661,1.707769311377011e-09,207236.6921975131
39,2.6086882352689624,1.597223587107683e-09,-344299.46715312585
22,1.319729414540214,0.0046853955232638,45555200.61117644
41,2.6086724157795165,1.5995705904613e-09,4820.776738809511
61,4.267048570632161,8.05732004536187e-10,-6815.936559980409
40,2.6086967836723005,2.099197903403193e-09,9373.25169878766
15,0.9488913894053312,3.423846314226032e-11,-540.0177444493438
44,2.9409698260404227,5.1203296318272944e-11,-161.62014505236198
51,3.604680305166468,9.454226052713135e-10,44957.28653151692
25,1.6119709833874418,7.817723027459599e-12,-79.91617095049412
70,4.934949901001599,5.729586169476435e-10,-975.8846652316216
37,3.9955419127134313,0.1449166919912889,-2318989842.2542734
23,1.5763906160533991,0.003784182603811,205541720.53394488
69,4.934938672708818,1.529260266072079e-09,148512.38238346472
31,2.165715326263941,0.0122187080733,332317475.45650345
21,1.2802110690066033,1.8494217394208382e-11,729.5013965167367
63,4.684377513576597,0.0624919911742884,669122613.1446024
3,0.005809382998982,9.90348900674385e-05,5672236.33820725
5,0.293148792833536,1.5490148080990004e-08,587483.5286305534
49,3.273030886885318,2.728284120612888e-11,194.77617956113917
32,2.2763317735019357,5.147279147338989e-11,520.2167431546046
4,0.1278129377474434,0.0059857593889084,291088086.7834615
53,3.68365438325387,0.0187062745463117,87045284.4925262
67,4.599489352169705,5.186409619863917e-12,-265.80731088307425
30,1.9440494002951756,1.2304062881526084e-12,241.79363380513325
24,1.6119686994276805,1.797044399212561e-11,412.0809973059399
59,3.972929294937792,0.004112954337398,53831386.57915346
7,0.2932237172277501,1.4366804060507299e-11,-108.82166539313197
12,0.6182633112561741,8.830823593612615e-12,-125.71823086507956
60,4.230332466045344,0.0040360084248344,206866631.695873
54,4.590833306225506,0.1177275363746081,1334943014.3781955
13,0.8375405699663335,0.0123731401931083,330839677.1272172
14,0.9488880934565266,1.07619643945491e-10,39691.45622316695
52,3.604693207354096,1.4110045398765384e-10,1695.151730824733
50,3.383857807643524,0.0122518918231197,331651922.9201062
57,3.93588502501146,2.6193798726019704e-09,238136.5027861208
68,4.822720155996042,0.0125533221335278,336000911.7072797
66,4.5994885430562364,1.5776154335351718e-11,7814.565084678738
11,0.618261089261738,1.7086239710818834e-11,-68.56920813150877
62,4.267063487347602,4.836886105841475e-10,-62.91878180681436
6,0.2932207741400809,2.6520779428072856e-11,836.3674598343691
