signal,mean_vout_Y,variance_vout_Y,slope_vout
64,0.8985365765991827,0.15913851569892123,-1069662814.8739799
70,1.7541307746395947,0.1380430860628179,377968035.1395577
36,0.7650016373362668,0.20173775601015925,-36748749.383682705
42,1.7071887969293302,0.2572747936382804,757126595.610638
42,1.305010624063557,0.01706409032693817,-489603539.9076865
50,1.5678360244431944,0.20257014774762427,530010206.0098728
38,2.418052050798032,0.054741179364868914,1655381987.7014003
18,1.5856168752514015,0.1396677375735248,1285694268.708709
22,3.327553971619505,0.0676652038409455,6430580.281096578
20,1.9196170641158583,0.0263893360474753,-971146540.0181658
31,3.178879878826689,0.11890183582403949,-517593462.65465766
8,2.818504531474021,0.05582155870153443,701364533.064093
6,2.927361498093984,0.2633316229855024,2562460198.2646084
47,3.9297893775103687,0.20345032619119652,64531248.78084788
40,3.9872968114376905,0.0282136666880987,-2290959953.854797
28,2.223807727984955,0.0166937100217566,466578416.68519455
21,1.4155667603459925,0.0136666400751019,-689254523.8560755
49,3.542597301396887,0.0173745312622413,472055236.036045
57,4.204598466054353,0.1420552380847425,1303312117.2728996
24,1.4594325822786196,0.0119548583798021,320089241.3097252
45,2.7602394431436257,0.0124657463313586,330622514.9426831
27,1.7246584160794678,0.0095298156259777,56468228.90934082
9,0.7902892836534784,0.0147263173761585,639479231.4087185
29,2.152483835754422,0.0062116043898643,-326353766.32010084
24,4.01227958181518,0.01685485048885125,-787770036.0251001
66,4.481565876873596,0.0412483922925119,645618855.2271148
59,4.508432019293316,0.0437762840408406,-970818655.9292524
32,2.0274630175718085,0.0039449141314732,53598814.10989701
26,1.6683137555023873,4.161827222652213e-09,13595.801530177356
25,1.6681824574570043,2.57623833539571e-08,491295.9385996882
23,1.3477410628465445,5.194533637164926e-10,4663.151914939996
19,2.2492495881545955,0.0059363406437075,-975248726.4769262
37,4.493368225798425,0.0388579075034152,2579318545.1149096
48,3.0340195038010607,0.0093771326012199,62460402.17882401
50,3.47104888395573,0.006402788790487,-329492456.6124361
39,4.567562136037441,0.0264333541981886,-2257791554.239321
43,2.647272964876884,7.347323323882382e-09,-36431.2564303828
30,1.9912740111520093,1.570601112906765e-08,-493159.25173146126
22,1.3477308632216467,3.055331993233552e-10,-45718.24681909262
33,2.281261186946676,0.003965815167624,204819423.71048552
52,3.308624762420951,1.932347979659308e-10,-3494.8630498169423
44,2.647321722683753,6.068519720890609e-09,11739.880988360324
46,2.978052651494602,1.1025815214845951e-08,332178.0357458421
11,0.852499910268797,0.0051406933671789,-319892977.8090034
63,4.183282948168484,0.0119860969317849,326748203.49754184
51,3.308697042137895,9.009968825264456e-09,-388037.34212317975
53,3.3454513178747547,0.0040676631715124,53924036.39763566
42,2.6472845429842704,6.7879420628737046e-09,1165385.7253818598
34,2.317702894814448,3.029375260920416e-11,-1847.130961447424
31,1.9911982976195703,4.4351801704739296e-11,-1742.3262522151845
35,2.317705924802223,2.041607539062148e-11,-13.794484416148284
62,3.9660179074257713,3.2496217277036376e-11,-445.0851407733682
47,2.978114901042432,1.8278860987568262e-10,2156.383068072987
55,3.6380648913474416,5.036127361426271e-11,-2231.68594331373
61,3.966018174039004,2.2959067348664808e-11,9472.38501214276
65,4.2929379844390025,2.105606222620817e-11,486.3893990214148
68,4.697875030814544,0.0075327979662879,-319978760.9875764
54,3.601516965510688,0.0039876810456108,205516115.42519507
69,4.616866245028491,5.883075800893809e-10,-4887.964195249019
71,4.710022270217343,0.0100879523188833,319282588.7341253
14,0.7439045947854228,0.0038617620175445,52343913.02910983
5,0.4062156355968283,1.4980238542090196e-08,1272205.3300571097
56,3.63806828911745,1.4140110691233638e-11,106.67590960925628
10,0.994574586259485,0.0011544723060993,-316356863.4441388
12,0.7081210452744783,2.7699841344290817e-08,-710799.5277860591
64,4.29294202164029,9.485553109647244e-11,-6908.821880971696
3,0.2639768152905029,1.1973950914993686e-05,1972320.4600873687
70,4.616876485976497,4.0788559005978637e-10,1505.6582685830888
72,4.935472629387524,3.0648212522118744e-08,606619.113459382
8,0.4516488598873078,0.0028431201530375,558279972.5427243
60,3.9662014759142488,1.11275308361618e-07,-1863909.2406047508
15,0.9923717539371174,0.0037549391294875,199472291.93607512
67,4.8906900538412295,0.0022447625583214,-314311155.37067974
17,1.0278698086193956,1.923285069966369e-11,-51.45080241102111
16,1.0278719200450304,1.0521582556092084e-11,2995.213574858428
38,4.8755703963017245,0.0043260917164773,-2149830341.921631
6,0.4062829877815692,1.4093186873008927e-10,-3510.700198204778
58,4.870223396972739,0.0054868827842211,-941638138.0370444
4,0.3122742880958495,0.0011538546582949,127508499.3624396
13,0.7080277821412423,2.986560935147309e-11,1361.9205252185589
7,0.4062898856439146,1.3517058775214816e-10,-191.23586248855733
